<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.07	09:10:00	109540	109575	109405	109425	49242	128389	5
2023.02.07	09:15:00	109425	109465	109310	109425	55174	144051	5
2023.02.07	09:20:00	109425	109450	109275	109320	50412	127585	5
2023.02.07	09:25:00	109320	109525	109320	109470	51326	133593	5
2023.02.07	09:30:00	109470	109475	109310	109370	57575	154360	5
2023.02.07	09:35:00	109375	109445	109275	109400	48150	131382	5
2023.02.07	09:40:00	109400	109435	109280	109295	40579	110199	5
2023.02.07	09:45:00	109300	109400	109250	109300	53778	147471	5
2023.02.07	09:50:00	109295	109325	109110	109195	76206	207593	5
2023.02.07	09:55:00	109195	109225	109075	109145	55829	153253	5
2023.02.07	10:00:00	109145	109180	108930	108980	114580	324661	5
2023.02.07	10:05:00	108980	109260	108630	108645	179413	499399	5
2023.02.07	10:10:00	108645	108735	108360	108670	149054	396920	5
2023.02.07	10:15:00	108675	108815	108530	108740	94947	242918	5
2023.02.07	10:20:00	108740	108750	108280	108425	132527	356586	5
2023.02.07	10:25:00	108425	108795	108360	108780	79517	207241	5
2023.02.07	10:30:00	108775	108830	108660	108735	79072	212031	5
2023.02.07	10:35:00	108735	108740	108455	108560	90315	254303	5
2023.02.07	10:40:00	108560	108850	108555	108765	72526	211970	5
2023.02.07	10:45:00	108765	108950	108750	108875	67852	196603	5
2023.02.07	10:50:00	108880	108905	108670	108685	55857	167912	5
2023.02.07	10:55:00	108680	108970	108615	108900	80909	230785	5
2023.02.07	11:00:00	108895	108960	108750	108900	59595	170407	5
2023.02.07	11:05:00	108905	109000	108575	108665	82704	242243	5
2023.02.07	11:10:00	108665	108830	108550	108825	73709	204118	5
2023.02.07	11:15:00	108820	108885	108645	108830	73439	211065	5
2023.02.07	11:20:00	108830	108955	108760	108835	54715	159929	5
2023.02.07	11:25:00	108830	108835	108635	108775	54850	161986	5
2023.02.07	11:30:00	108780	109105	108775	108900	104671	308950	5
2023.02.07	11:35:00	108900	108940	108730	108845	71603	205865	5
2023.02.07	11:40:00	108845	108940	108750	108795	61313	173675	5
2023.02.07	11:45:00	108790	108800	108220	108445	138075	429005	5
2023.02.07	11:50:00	108445	108615	108395	108580	59918	165451	5
2023.02.07	11:55:00	108580	108715	108535	108585	53108	161436	5
2023.02.07	12:00:00	108585	108615	108360	108445	70578	214074	5
2023.02.07	12:05:00	108445	108465	108275	108345	53806	160841	5
2023.02.07	12:10:00	108345	108395	107995	108040	90607	291498	5
2023.02.07	12:15:00	108045	108220	107920	108210	69110	206330	5
2023.02.07	12:20:00	108210	108300	108125	108195	49505	154985	5
2023.02.07	12:25:00	108195	108230	108040	108135	45053	135152	5
2023.02.07	12:30:00	108130	108210	108035	108110	48022	138763	5
2023.02.07	12:35:00	108105	108175	108090	108125	23336	68967	5
2023.02.07	12:40:00	108120	108170	108010	108065	39531	116131	5
2023.02.07	12:45:00	108060	108080	107850	108070	58100	187229	5
2023.02.07	12:50:00	108070	108140	107970	108025	40169	122989	5
2023.02.07	12:55:00	108030	108105	108005	108095	27816	81018	5
2023.02.07	13:00:00	108090	108180	108040	108110	38376	120159	5
2023.02.07	13:05:00	108115	108295	108100	108240	36981	117877	5
2023.02.07	13:10:00	108245	108300	108140	108250	45876	151728	5
2023.02.07	13:15:00	108245	108260	108170	108205	21062	61489	5
2023.02.07	13:20:00	108205	108280	108160	108215	26044	78731	5
2023.02.07	13:25:00	108215	108225	108085	108085	29888	93216	5
2023.02.07	13:30:00	108090	108190	108050	108160	38049	112842	5
2023.02.07	13:35:00	108165	108245	108075	108075	37070	117608	5
2023.02.07	13:40:00	108075	108110	108005	108085	34451	105060	5
2023.02.07	13:45:00	108080	108080	107955	108030	39095	115939	5
2023.02.07	13:50:00	108030	108095	107960	108055	29591	88913	5
2023.02.07	13:55:00	108055	108125	108010	108040	25791	79995	5
2023.02.07	14:00:00	108035	108115	108015	108100	25552	82512	5
2023.02.07	14:05:00	108105	108125	108020	108055	19746	59466	5
2023.02.07	14:10:00	108060	108245	108040	108245	25318	77980	5
2023.02.07	14:15:00	108240	108265	108150	108215	30416	89986	5
2023.02.07	14:20:00	108210	108380	108190	108220	48138	156350	5
2023.02.07	14:25:00	108220	108260	107930	107945	54851	188802	5
2023.02.07	14:30:00	107945	108000	107725	107820	67001	209826	5
2023.02.07	14:35:00	107825	107980	107820	107970	36147	105055	5
2023.02.07	14:40:00	107970	108195	107890	108125	80681	246021	5
2023.02.07	14:45:00	108120	108555	108115	108520	120518	307947	5
2023.02.07	14:50:00	108515	108700	108380	108575	94841	241984	5
2023.02.07	14:55:00	108575	108755	108545	108575	80584	218662	5
2023.02.07	15:00:00	108575	108640	108320	108345	99214	271414	5
2023.02.07	15:05:00	108350	108500	108320	108365	63994	153084	5
2023.02.07	15:10:00	108365	108405	108120	108130	73947	188463	5
2023.02.07	15:15:00	108135	108260	107920	108140	105652	279566	5
2023.02.07	15:20:00	108140	108195	107950	108130	63622	180299	5
2023.02.07	15:25:00	108125	108150	107665	107685	76374	219708	5
2023.02.07	15:30:00	107690	107700	107435	107480	108809	306476	5
2023.02.07	15:35:00	107485	107725	107455	107720	62228	167906	5
2023.02.07	15:40:00	107715	107825	107585	107730	64213	183374	5
2023.02.07	15:45:00	107730	107790	107600	107710	51564	149736	5
2023.02.07	15:50:00	107715	107890	107660	107830	46471	128505	5
2023.02.07	15:55:00	107830	107950	107810	107845	46265	139300	5
2023.02.07	16:00:00	107840	108290	107825	108265	67029	201487	5
2023.02.07	16:05:00	108260	108400	108165	108340	60598	182231	5
2023.02.07	16:10:00	108345	108440	108155	108235	60535	180648	5
2023.02.07	16:15:00	108235	108325	108165	108210	34781	99041	5
2023.02.07	16:20:00	108210	108225	108075	108140	36178	101857	5
2023.02.07	16:25:00	108135	108200	108040	108160	37105	109018	5
2023.02.07	16:30:00	108160	108410	108120	108325	52006	143936	5
2023.02.07	16:35:00	108330	108335	108175	108190	35934	105871	5
2023.02.07	16:40:00	108190	108305	108125	108195	33153	90711	5
2023.02.07	16:45:00	108195	108240	108160	108175	19672	54878	5
2023.02.07	16:50:00	108180	108255	108145	108155	20968	59665	5
2023.02.07	16:55:00	108155	108255	108055	108075	32736	99760	5
2023.02.07	17:00:00	108075	108225	107970	107975	47895	144065	5
2023.02.07	17:05:00	107980	108110	107975	108025	30562	89364	5
2023.02.07	17:10:00	108025	108210	108020	108190	27651	80999	5
2023.02.07	17:15:00	108190	108260	108165	108235	25247	76199	5
2023.02.07	17:20:00	108235	108310	108210	108235	24910	69792	5
2023.02.07	17:25:00	108240	108345	108175	108315	25460	77281	5
2023.02.07	17:30:00	108315	108325	108165	108210	26618	82204	5
2023.02.07	17:35:00	108215	108250	108045	108065	34290	101450	5
2023.02.07	17:40:00	108065	108095	107980	108050	28247	85054	5
2023.02.07	17:45:00	108050	108160	108030	108155	23231	66622	5
2023.02.07	17:50:00	108155	108330	108150	108295	33903	93960	5
2023.02.07	17:55:00	108295	108315	108150	108155	22773	58549	5
2023.02.07	18:00:00	108150	108160	108035	108090	24340	59132	5
2023.02.07	18:05:00	108090	108165	107970	107995	19190	53965	5
2023.02.07	18:10:00	107995	107995	107835	107950	26685	71455	5
2023.02.07	18:15:00	107950	108000	107855	107980	13756	34872	5
2023.02.07	18:20:00	107980	108100	107860	108100	12067	32039	5
2023.02.08	09:00:00	108500	108790	108450	108620	81366	184359	5
2023.02.08	09:05:00	108620	108820	108585	108715	65957	173822	5
2023.02.08	09:10:00	108720	108880	108675	108815	65153	180302	5
2023.02.08	09:15:00	108820	108955	108775	108890	59836	158366	5
2023.02.08	09:20:00	108890	108940	108815	108865	41331	114885	5
2023.02.08	09:25:00	108865	109055	108820	109020	55061	150445	5
2023.02.08	09:30:00	109020	109140	108980	109140	59006	154824	5
2023.02.08	09:35:00	109140	109275	109140	109225	63361	184030	5
2023.02.08	09:40:00	109220	109265	109055	109120	52933	154275	5
2023.02.08	09:45:00	109115	109130	108965	109045	38531	118795	5
2023.02.08	09:50:00	109045	109090	108945	108970	36338	101958	5
2023.02.08	09:55:00	108975	109000	108860	108960	45616	131788	5
2023.02.08	10:00:00	108955	108985	108810	108820	65944	198718	5
2023.02.08	10:05:00	108815	108960	108715	108900	113067	343808	5
2023.02.08	10:10:00	108900	109155	108845	109065	99295	282607	5
2023.02.08	10:15:00	109065	109075	108770	108795	82995	236481	5
2023.02.08	10:20:00	108795	108935	108660	108755	111524	338998	5
2023.02.08	10:25:00	108750	108980	108690	108915	69250	205393	5
2023.02.08	10:30:00	108920	108955	108715	108745	74668	219432	5
2023.02.08	10:35:00	108750	108775	108620	108680	73794	211627	5
2023.02.08	10:40:00	108680	108820	108615	108790	63776	197349	5
2023.02.08	10:45:00	108795	109020	108785	108910	83889	248795	5
2023.02.08	10:50:00	108910	108970	108780	108835	57923	171340	5
2023.02.08	10:55:00	108830	108955	108805	108885	49672	150504	5
2023.02.08	11:00:00	108890	108930	108560	108605	83887	256602	5
2023.02.08	11:05:00	108610	108805	108530	108785	71497	218541	5
2023.02.08	11:10:00	108780	108865	108605	108620	68873	209617	5
2023.02.08	11:15:00	108615	108775	108570	108765	56838	170264	5
2023.02.08	11:20:00	108765	108800	108600	108725	58680	181557	5
2023.02.08	11:25:00	108725	108900	108690	108870	42333	126819	5
2023.02.08	11:30:00	108875	108910	108635	108770	88688	267755	5
2023.02.08	11:35:00	108770	109125	108730	109105	92483	272644	5
2023.02.08	11:40:00	109105	109240	109055	109215	71207	207957	5
2023.02.08	11:45:00	109215	109540	109050	109375	137088	454404	5
2023.02.08	11:50:00	109375	109380	109160	109295	83982	258524	5
2023.02.08	11:55:00	109300	109555	109255	109275	100564	315682	5
2023.02.08	12:00:00	109275	109510	109225	109265	81789	258890	5
2023.02.08	12:05:00	109260	109420	109215	109295	54665	150626	5
2023.02.08	12:10:00	109300	109390	109230	109295	42882	122480	5
2023.02.08	12:15:00	109300	109325	109120	109190	56128	165558	5
2023.02.08	12:20:00	109185	109325	109155	109255	44231	134354	5
2023.02.08	12:25:00	109250	109360	109170	109270	48778	146122	5
2023.02.08	12:30:00	109265	109300	108995	109065	67871	197188	5
2023.02.08	12:35:00	109070	109130	108965	109120	43869	125498	5
2023.02.08	12:40:00	109115	109140	108910	108925	45305	131211	5
2023.02.08	12:45:00	108925	108975	108835	108890	58954	173717	5
2023.02.08	12:50:00	108885	108955	108820	108890	41062	118849	5
2023.02.08	12:55:00	108890	109120	108880	109090	41055	124253	5
2023.02.08	13:00:00	109090	109130	109020	109045	34999	105646	5
2023.02.08	13:05:00	109045	109045	108945	109040	34335	101258	5
2023.02.08	13:10:00	109035	109090	108980	109065	34689	98508	5
2023.02.08	13:15:00	109070	109115	109010	109085	28613	81835	5
2023.02.08	13:20:00	109080	109125	108830	108875	49334	145440	5
2023.02.08	13:25:00	108880	108910	108665	108765	62220	195094	5
2023.02.08	13:30:00	108765	108815	108650	108730	41857	122790	5
2023.02.08	13:35:00	108725	108920	108725	108870	43274	136250	5
2023.02.08	13:40:00	108875	108960	108775	108940	42683	128775	5
2023.02.08	13:45:00	108940	109480	108935	109310	103182	336554	5
2023.02.08	13:50:00	109310	109350	109020	109235	73353	227829	5
2023.02.08	13:55:00	109230	109235	109100	109160	38790	124246	5
2023.02.08	14:00:00	109165	109305	109125	109175	50045	152444	5
2023.02.08	14:05:00	109175	109200	109070	109160	33098	95676	5
2023.02.08	14:10:00	109160	109230	109130	109200	24371	70940	5
2023.02.08	14:15:00	109200	109310	109150	109285	27137	78729	5
2023.02.08	14:20:00	109285	109365	109255	109300	32838	101015	5
2023.02.08	14:25:00	109300	109350	109190	109220	31466	92454	5
2023.02.08	14:30:00	109215	109265	109085	109095	33389	99500	5
2023.02.08	14:35:00	109095	109155	108995	109005	41591	127889	5
2023.02.08	14:40:00	109005	109015	108865	108915	47614	144153	5
2023.02.08	14:45:00	108915	109060	108900	109050	35336	106940	5
2023.02.08	14:50:00	109050	109105	109020	109080	26343	79627	5
2023.02.08	14:55:00	109085	109195	109075	109180	32193	97196	5
2023.02.08	15:00:00	109180	109325	109165	109325	35274	109138	5
2023.02.08	15:05:00	109325	109450	109235	109290	60407	187343	5
2023.02.08	15:10:00	109285	109410	109270	109365	38917	121558	5
2023.02.08	15:15:00	109365	109440	109355	109380	25829	73528	5
2023.02.08	15:20:00	109380	109775	109365	109765	70650	233257	5
2023.02.08	15:25:00	109765	109780	109615	109675	54486	176784	5
2023.02.08	15:30:00	109675	109850	109580	109625	72812	233930	5
2023.02.08	15:35:00	109625	109835	109500	109760	64107	210691	5
2023.02.08	15:40:00	109760	109975	109680	109960	67745	221654	5
2023.02.08	15:45:00	109965	110035	109835	109845	57324	174929	5
2023.02.08	15:50:00	109845	109990	109825	109990	35364	115736	5
2023.02.08	15:55:00	109985	110000	109800	109835	37120	116777	5
2023.02.08	16:00:00	109830	109880	109775	109855	28179	90228	5
2023.02.08	16:05:00	109860	109895	109755	109785	25532	75300	5
2023.02.08	16:10:00	109785	110045	109770	110035	46639	151529	5
2023.02.08	16:15:00	110035	110410	109995	110395	85336	281298	5
2023.02.08	16:20:00	110390	110485	110205	110225	64658	243257	5
2023.02.08	16:25:00	110220	110260	110180	110225	22810	68086	5
2023.02.08	16:30:00	110230	110375	110220	110355	29943	92299	5
2023.02.08	16:35:00	110355	110440	110315	110385	32973	100524	5
2023.02.08	16:40:00	110380	110390	110240	110240	28764	86712	5
2023.02.08	16:45:00	110235	110320	110175	110185	34316	105953	5
2023.02.08	16:50:00	110185	110215	110080	110110	31752	103404	5
2023.02.08	16:55:00	110105	110325	110065	110265	37522	119703	5
2023.02.08	17:00:00	110265	110275	110075	110080	28505	94913	5
2023.02.08	17:05:00	110080	110245	110080	110165	28062	93688	5
2023.02.08	17:10:00	110160	110275	110125	110255	22885	70557	5
2023.02.08	17:15:00	110255	110295	110165	110190	20349	60527	5
2023.02.08	17:20:00	110190	110260	110125	110140	21941	69240	5
2023.02.08	17:25:00	110135	110180	110095	110105	18483	60282	5
2023.02.08	17:30:00	110105	110140	109980	110015	27826	93691	5
2023.02.08	17:35:00	110010	110140	110010	110110	22656	73424	5
2023.02.08	17:40:00	110105	110110	109990	110005	19343	61679	5
2023.02.08	17:45:00	110005	110015	109900	109970	28501	101328	5
2023.02.08	17:50:00	109970	110035	109880	109990	29841	99388	5
2023.02.08	17:55:00	109990	110050	109915	110030	20097	60845	5
2023.02.08	18:00:00	110030	110225	110000	110200	30329	94559	5
2023.02.08	18:05:00	110200	110235	110145	110180	18280	61249	5
2023.02.08	18:10:00	110175	110205	110090	110125	17158	59936	5
2023.02.08	18:15:00	110125	110295	110120	110245	14734	49859	5
2023.02.08	18:20:00	110240	110440	110210	110440	9717	43565	5
2023.02.09	09:00:00	110845	110870	110575	110675	58624	137077	5
2023.02.09	09:05:00	110680	110765	110565	110565	58568	154823	5
2023.02.09	09:10:00	110565	110670	110405	110665	68465	195638	5
2023.02.09	09:15:00	110660	110725	110415	110520	63631	166107	5
2023.02.09	09:20:00	110520	110540	110280	110325	56145	149798	5
2023.02.09	09:25:00	110325	110350	110130	110200	53938	142717	5
2023.02.09	09:30:00	110195	110305	110175	110275	43712	118300	5
2023.02.09	09:35:00	110275	110300	110105	110150	49304	130610	5
2023.02.09	09:40:00	110150	110175	110040	110105	55224	148424	5
2023.02.09	09:45:00	110105	110190	110095	110130	38254	110756	5
2023.02.09	09:50:00	110130	110185	110080	110130	28551	75180	5
2023.02.09	09:55:00	110130	110205	110105	110165	28029	74690	5
2023.02.09	10:00:00	110170	110170	110000	110065	76314	221924	5
2023.02.09	10:05:00	110060	110150	109860	109880	93664	265590	5
2023.02.09	10:10:00	109880	110065	109835	110050	70180	196718	5
2023.02.09	10:15:00	110050	110170	109990	110105	69584	196365	5
2023.02.09	10:20:00	110100	110105	109820	109830	84598	240079	5
2023.02.09	10:25:00	109835	109920	109735	109800	70358	192558	5
2023.02.09	10:30:00	109800	109970	109610	109740	101104	285827	5
2023.02.09	10:35:00	109740	109830	109555	109740	78070	217929	5
2023.02.09	10:40:00	109735	109810	109650	109710	47468	132499	5
2023.02.09	10:45:00	109710	109895	109710	109875	50356	140207	5
2023.02.09	10:50:00	109870	110030	109870	110010	71333	203379	5
2023.02.09	10:55:00	110010	110175	109955	110160	67200	188427	5
2023.02.09	11:00:00	110155	110215	110015	110050	72161	194135	5
2023.02.09	11:05:00	110050	110070	109840	109890	65064	185553	5
2023.02.09	11:10:00	109890	109980	109740	109760	66483	191527	5
2023.02.09	11:15:00	109765	109880	109100	109165	136152	426757	5
2023.02.09	11:20:00	109165	109450	109040	109220	105773	318122	5
2023.02.09	11:25:00	109220	109495	109130	109475	88023	252470	5
2023.02.09	11:30:00	109475	109705	109450	109490	85908	243131	5
2023.02.09	11:35:00	109495	109600	109330	109475	70660	187494	5
2023.02.09	11:40:00	109475	109555	109125	109230	96030	265688	5
2023.02.09	11:45:00	109230	109235	108815	108960	103333	316872	5
2023.02.09	11:50:00	108960	109125	108805	108865	75476	219579	5
2023.02.09	11:55:00	108860	108890	108720	108755	63739	193595	5
2023.02.09	12:00:00	108755	108955	108665	108945	79361	246156	5
2023.02.09	12:05:00	108945	109065	108880	109050	49584	157460	5
2023.02.09	12:10:00	109045	109150	108950	109015	66927	224929	5
2023.02.09	12:15:00	109020	109125	108995	109030	32975	96444	5
2023.02.09	12:20:00	109035	109185	109005	109135	37956	105096	5
2023.02.09	12:25:00	109125	109140	108830	108830	66556	184470	5
2023.02.09	12:30:00	108830	109135	108830	109095	43089	121801	5
2023.02.09	12:35:00	109090	109110	108965	109055	30186	88055	5
2023.02.09	12:40:00	109055	109055	108865	108905	37347	103941	5
2023.02.09	12:45:00	108910	109010	108840	108990	35047	105896	5
2023.02.09	12:50:00	108990	109020	108870	108880	32947	97158	5
2023.02.09	12:55:00	108885	109020	108815	109000	41260	127071	5
2023.02.09	13:00:00	109000	109025	108725	108755	46073	145458	5
2023.02.09	13:05:00	108755	108765	108540	108600	64515	205606	5
2023.02.09	13:10:00	108600	108755	108565	108745	39256	117792	5
2023.02.09	13:15:00	108745	108805	108710	108770	29817	94172	5
2023.02.09	13:20:00	108765	108835	108725	108825	29710	90121	5
2023.02.09	13:25:00	108820	108845	108675	108725	38648	120450	5
2023.02.09	13:30:00	108725	108780	108640	108760	39198	122375	5
2023.02.09	13:35:00	108765	108915	108750	108895	35438	113768	5
2023.02.09	13:40:00	108895	109110	108850	109110	52610	169316	5
2023.02.09	13:45:00	109110	109115	108930	108985	42648	131837	5
2023.02.09	13:50:00	108980	109020	108915	108925	23145	67525	5
2023.02.09	13:55:00	108920	108940	108850	108870	24928	80833	5
2023.02.09	14:00:00	108870	109020	108825	108890	41326	135369	5
2023.02.09	14:05:00	108890	109025	108860	108975	27502	89221	5
2023.02.09	14:10:00	108980	109200	108960	109180	43380	144972	5
2023.02.09	14:15:00	109175	109260	109095	109230	37195	114315	5
2023.02.09	14:20:00	109230	109275	109160	109215	32284	97749	5
2023.02.09	14:25:00	109210	109455	109205	109335	57899	189664	5
2023.02.09	14:30:00	109335	109400	109070	109100	58195	195832	5
2023.02.09	14:35:00	109105	109145	108965	109020	43174	137035	5
2023.02.09	14:40:00	109020	109065	108945	109030	34032	109081	5
2023.02.09	14:45:00	109025	109035	108850	108885	34741	107984	5
2023.02.09	14:50:00	108885	109075	108840	109060	39799	128971	5
2023.02.09	14:55:00	109055	109090	108975	109060	30010	95125	5
2023.02.09	15:00:00	109060	109075	108750	108855	54515	178587	5
2023.02.09	15:05:00	108855	108940	108810	108855	39226	117264	5
2023.02.09	15:10:00	108850	108910	108760	108780	27026	80701	5
2023.02.09	15:15:00	108785	108825	108670	108705	45383	139798	5
2023.02.09	15:20:00	108710	108750	108515	108540	52911	164864	5
2023.02.09	15:25:00	108540	108710	108530	108670	38535	121849	5
2023.02.09	15:30:00	108675	108850	108595	108835	47523	151674	5
2023.02.09	15:35:00	108835	108840	108640	108680	35705	113005	5
2023.02.09	15:40:00	108680	108700	108535	108630	55689	178139	5
2023.02.09	15:45:00	108630	108635	108440	108520	52029	173951	5
2023.02.09	15:50:00	108520	108560	108440	108495	30962	103596	5
2023.02.09	15:55:00	108495	108550	108360	108545	66972	228832	5
2023.02.09	16:00:00	108545	108595	108335	108530	58413	192232	5
2023.02.09	16:05:00	108535	108655	108505	108650	41223	133190	5
2023.02.09	16:10:00	108645	108650	108470	108525	36209	116229	5
2023.02.09	16:15:00	108525	108550	108315	108380	53976	175365	5
2023.02.09	16:20:00	108385	108505	108330	108410	46721	147093	5
2023.02.09	16:25:00	108410	108490	108400	108460	28238	88744	5
2023.02.09	16:30:00	108460	108525	108385	108395	32382	100156	5
2023.02.09	16:35:00	108390	108420	108315	108390	35072	115741	5
2023.02.09	16:40:00	108390	108540	108285	108480	56759	188261	5
2023.02.09	16:45:00	108480	108500	108270	108345	44372	148882	5
2023.02.09	16:50:00	108350	108370	108250	108310	30812	102536	5
2023.02.09	16:55:00	108305	108345	108280	108325	17224	55900	5
2023.02.09	17:00:00	108330	108385	108195	108295	46849	164214	5
2023.02.09	17:05:00	108290	108365	108230	108320	28432	95706	5
2023.02.09	17:10:00	108320	108335	108110	108145	43641	157201	5
2023.02.09	17:15:00	108145	108195	108070	108195	29290	91921	5
2023.02.09	17:20:00	108195	108220	108065	108075	33524	112319	5
2023.02.09	17:25:00	108080	108095	107975	107985	39460	134075	5
2023.02.09	17:30:00	107985	108085	107920	108030	38723	137459	5
2023.02.09	17:35:00	108035	108270	108025	108260	35569	124903	5
2023.02.09	17:40:00	108260	108325	108120	108190	36791	131705	5
2023.02.09	17:45:00	108190	108255	108150	108185	21102	71017	5
2023.02.09	17:50:00	108185	108405	108185	108330	29783	96894	5
2023.02.09	17:55:00	108330	108365	108215	108340	24273	80700	5
2023.02.09	18:00:00	108340	108460	108200	108265	30565	95369	5
2023.02.09	18:05:00	108265	108300	108160	108185	17090	53101	5
2023.02.09	18:10:00	108180	108220	108040	108070	19924	59235	5
2023.02.09	18:15:00	108065	108105	107975	108070	18915	54735	5
2023.02.09	18:20:00	108070	108155	108055	108095	12064	37577	5
2023.02.10	09:00:00	107650	107770	107320	107360	82199	204798	5
2023.02.10	09:05:00	107360	107445	107135	107160	72544	207530	5
2023.02.10	09:10:00	107155	107290	107120	107240	46102	131412	5
2023.02.10	09:15:00	107235	107330	107180	107295	46751	123405	5
2023.02.10	09:20:00	107295	107385	107235	107375	41476	112528	5
2023.02.10	09:25:00	107380	107560	107355	107555	53199	149739	5
2023.02.10	09:30:00	107555	107665	107455	107510	63797	176115	5
2023.02.10	09:35:00	107515	107625	107420	107545	63471	179288	5
2023.02.10	09:40:00	107545	107580	107435	107500	36631	98017	5
2023.02.10	09:45:00	107495	107535	107225	107255	76113	211773	5
2023.02.10	09:50:00	107255	107430	107245	107390	47129	122110	5
2023.02.10	09:55:00	107390	107440	107265	107425	42126	109894	5
2023.02.10	10:00:00	107425	107735	107380	107720	85953	242618	5
2023.02.10	10:05:00	107720	108015	107680	107840	106503	310875	5
2023.02.10	10:10:00	107835	108250	107790	108235	111700	323122	5
2023.02.10	10:15:00	108235	108400	108155	108335	101691	285969	5
2023.02.10	10:20:00	108335	108435	108245	108385	91112	272309	5
2023.02.10	10:25:00	108385	108435	108130	108235	77253	224291	5
2023.02.10	10:30:00	108240	108475	108155	108445	90601	275343	5
2023.02.10	10:35:00	108445	108620	108350	108560	85572	271571	5
2023.02.10	10:40:00	108560	108680	108450	108585	70484	213925	5
2023.02.10	10:45:00	108585	108735	108540	108685	65780	206223	5
2023.02.10	10:50:00	108685	108800	108620	108660	64978	205167	5
2023.02.10	10:55:00	108655	108715	108490	108575	63178	197255	5
2023.02.10	11:00:00	108575	108635	108490	108510	41301	125684	5
2023.02.10	11:05:00	108510	108675	108455	108510	67028	209993	5
2023.02.10	11:10:00	108510	108565	108390	108405	48873	153543	5
2023.02.10	11:15:00	108400	108455	108280	108335	53240	163214	5
2023.02.10	11:20:00	108330	108375	108240	108345	40961	125143	5
2023.02.10	11:25:00	108340	108350	108135	108135	43763	131203	5
2023.02.10	11:30:00	108135	108380	108050	108345	90950	288917	5
2023.02.10	11:35:00	108345	108435	108100	108110	82129	257792	5
2023.02.10	11:40:00	108110	108215	107895	108180	89651	286302	5
2023.02.10	11:45:00	108185	108335	108115	108290	61708	195302	5
2023.02.10	11:50:00	108295	108320	108080	108100	60187	187491	5
2023.02.10	11:55:00	108100	108175	108000	108120	57764	182997	5
2023.02.10	12:00:00	108115	108200	107950	108040	65418	204319	5
2023.02.10	12:05:00	108035	108120	107960	108075	49230	154064	5
2023.02.10	12:10:00	108080	108300	108050	108055	70173	218784	5
2023.02.10	12:15:00	108055	108235	108045	108050	51901	165009	5
2023.02.10	12:20:00	108055	108160	108025	108090	39885	126829	5
2023.02.10	12:25:00	108085	108115	107965	107995	36132	112015	5
2023.02.10	12:30:00	107995	108050	107825	107935	60391	192957	5
2023.02.10	12:35:00	107930	108075	107920	108005	44991	137611	5
2023.02.10	12:40:00	108005	108165	107990	108035	48589	159919	5
2023.02.10	12:45:00	108030	108125	108000	108020	28020	88293	5
2023.02.10	12:50:00	108020	108025	107815	107955	48791	152374	5
2023.02.10	12:55:00	107960	107970	107855	107915	30826	99253	5
2023.02.10	13:00:00	107915	108035	107890	107985	30038	93089	5
2023.02.10	13:05:00	107990	108120	107955	108065	29426	98395	5
2023.02.10	13:10:00	108065	108130	107995	108065	31477	96152	5
2023.02.10	13:15:00	108065	108115	108015	108050	25504	76228	5
2023.02.10	13:20:00	108055	108060	107955	107990	23370	73158	5
2023.02.10	13:25:00	107990	108075	107925	108050	27666	87686	5
2023.02.10	13:30:00	108050	108075	107870	107950	33092	99648	5
2023.02.10	13:35:00	107945	108015	107885	107900	27201	83328	5
2023.02.10	13:40:00	107900	107925	107790	107855	37465	115002	5
2023.02.10	13:45:00	107855	107895	107750	107825	36638	117518	5
2023.02.10	13:50:00	107820	107840	107720	107810	28435	89391	5
2023.02.10	13:55:00	107810	107925	107760	107890	32312	103607	5
2023.02.10	14:00:00	107890	107950	107840	107870	31739	103125	5
2023.02.10	14:05:00	107865	107960	107850	107880	26268	84596	5
2023.02.10	14:10:00	107885	107925	107770	107850	30613	95132	5
2023.02.10	14:15:00	107845	107880	107805	107840	16763	53320	5
2023.02.10	14:20:00	107840	107915	107835	107855	19384	59213	5
2023.02.10	14:25:00	107860	107915	107800	107885	23474	74217	5
2023.02.10	14:30:00	107885	108060	107870	107880	53184	178761	5
2023.02.10	14:35:00	107880	107910	107795	107890	34295	113765	5
2023.02.10	14:40:00	107890	107985	107880	107890	28439	93083	5
2023.02.10	14:45:00	107885	107950	107835	107870	25458	80920	5
2023.02.10	14:50:00	107875	108010	107855	107960	29594	102775	5
2023.02.10	14:55:00	107960	108035	107900	107995	33019	117962	5
2023.02.10	15:00:00	107990	107990	107875	107910	28311	99976	5
2023.02.10	15:05:00	107905	107975	107850	107955	28772	103554	5
2023.02.10	15:10:00	107950	108120	107885	108110	29517	107728	5
2023.02.10	15:15:00	108115	108235	108005	108115	70518	242549	5
2023.02.10	15:20:00	108115	108190	108065	108070	32110	101074	5
2023.02.10	15:25:00	108070	108190	108040	108145	28555	93807	5
2023.02.10	15:30:00	108140	108230	108110	108210	36974	128084	5
2023.02.10	15:35:00	108210	108260	108070	108155	38047	124169	5
2023.02.10	15:40:00	108155	108175	107980	108045	38871	133175	5
2023.02.10	15:45:00	108050	108095	107985	108060	26010	77075	5
2023.02.10	15:50:00	108055	108075	107950	107975	26603	87949	5
2023.02.10	15:55:00	107980	108030	107950	107985	21101	69010	5
2023.02.10	16:00:00	107985	108020	107950	108015	18109	61560	5
