<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.11	12:00:00	106025	106420	105875	106215	581434	1769871	5
2022.05.11	13:00:00	106210	106280	105665	105700	571612	1823617	5
2022.05.11	14:00:00	105700	105740	105075	105175	660574	2109610	5
2022.05.11	15:00:00	105180	105905	104975	105685	725504	2264906	5
2022.05.11	16:00:00	105680	105735	105115	105245	525824	1706174	5
2022.05.11	17:00:00	105245	105690	105215	105605	193284	644200	5
2022.05.12	09:00:00	104460	104815	104235	104475	760509	1977911	5
2022.05.12	10:00:00	104480	105340	104375	105010	1272404	3643015	5
2022.05.12	11:00:00	105005	106245	104820	106150	1036328	3000848	5
2022.05.12	12:00:00	106150	106615	105830	105855	656355	1991253	5
2022.05.12	13:00:00	105855	106290	105735	106060	571145	1646147	5
2022.05.12	14:00:00	106055	106140	105710	105980	491582	1460693	5
2022.05.12	15:00:00	105980	106135	105615	105625	521583	1620324	5
2022.05.12	16:00:00	105625	106920	105560	106890	779673	2456126	5
2022.05.12	17:00:00	106890	107025	106720	106950	216551	664445	5
2022.05.13	09:00:00	108065	108115	107200	107265	534706	1414643	5
2022.05.13	10:00:00	107265	108195	107100	108175	983954	2802805	5
2022.05.13	11:00:00	108170	108740	108105	108485	684308	2140519	5
2022.05.13	12:00:00	108485	108490	108220	108480	418410	1323988	5
2022.05.13	13:00:00	108480	108810	108315	108515	434439	1431606	5
2022.05.13	14:00:00	108515	108565	108150	108280	414111	1370984	5
2022.05.13	15:00:00	108280	108310	107905	108300	528426	1698003	5
2022.05.13	16:00:00	108300	108410	108020	108135	437026	1463352	5
2022.05.13	17:00:00	108135	108140	107760	107760	170060	559671	5
2022.05.16	09:00:00	107575	108270	107575	108105	618430	1582392	5
2022.05.16	10:00:00	108105	108815	107760	108410	1227684	3434228	5
2022.05.16	11:00:00	108405	108915	108080	108750	838808	2390942	5
2022.05.16	12:00:00	108750	109240	108660	109160	564157	1758452	5
2022.05.16	13:00:00	109160	109495	109150	109215	437145	1483441	5
2022.05.16	14:00:00	109210	109630	109170	109420	421815	1375377	5
2022.05.16	15:00:00	109415	109800	109340	109560	455722	1507441	5
2022.05.16	16:00:00	109555	109635	109125	109320	456654	1561715	5
2022.05.16	17:00:00	109315	109380	109020	109300	187542	640359	5
2022.05.17	09:00:00	110310	110790	109945	110555	711488	1868967	5
2022.05.17	10:00:00	110555	110690	110165	110495	958396	2782805	5
2022.05.17	11:00:00	110490	110580	109565	109670	814475	2603744	5
2022.05.17	12:00:00	109670	110000	109485	109960	447030	1452256	5
2022.05.17	13:00:00	109960	109995	109660	109895	379697	1234035	5
2022.05.17	14:00:00	109895	110040	109685	109740	365970	1198680	5
2022.05.17	15:00:00	109735	110015	109225	109665	879869	2737343	5
2022.05.17	16:00:00	109660	109855	109580	109800	414029	1332471	5
2022.05.17	17:00:00	109800	110050	109770	110050	141509	475202	5
2022.05.18	09:00:00	109260	109855	109105	109485	613601	1691100	5
2022.05.18	10:00:00	109480	109520	108560	108790	901769	2613079	5
2022.05.18	11:00:00	108790	108990	108360	108540	694552	2058411	5
2022.05.18	12:00:00	108540	108550	107970	108025	515538	1650982	5
2022.05.18	13:00:00	108020	108140	107760	108065	432241	1440498	5
2022.05.18	14:00:00	108060	108075	106975	107110	586532	2127159	5
2022.05.18	15:00:00	107105	107385	106820	106855	534603	1850189	5
2022.05.18	16:00:00	106850	107280	106775	107070	547038	1926807	5
2022.05.18	17:00:00	107070	107090	106830	106965	197559	707934	5
2022.05.19	09:00:00	106580	107395	106500	107355	806640	2135221	5
2022.05.19	10:00:00	107350	107880	107035	107405	1121813	3250566	5
2022.05.19	11:00:00	107400	107775	107060	107390	893911	2635548	5
2022.05.19	12:00:00	107385	108065	107215	107740	609441	1926351	5
2022.05.19	13:00:00	107740	107815	107250	107660	462143	1475571	5
2022.05.19	14:00:00	107655	108155	107475	108120	564669	1783468	5
2022.05.19	15:00:00	108120	108170	107700	107955	544466	1788908	5
2022.05.19	16:00:00	107955	108270	107705	107775	497603	1724985	5
2022.05.19	17:00:00	107775	107860	107625	107860	141496	484435	5
2022.05.20	09:00:00	108650	109495	108445	109080	640041	1715991	5
2022.05.20	10:00:00	109080	109510	108935	109455	949173	2647778	5
2022.05.20	11:00:00	109450	109630	108825	108905	846591	2490595	5
2022.05.20	12:00:00	108905	108970	108480	108800	585965	1786064	5
2022.05.20	13:00:00	108800	108875	108255	108430	533335	1633623	5
2022.05.20	14:00:00	108430	108710	108140	108645	597059	1859148	5
2022.05.20	15:00:00	108650	109040	108365	108885	565568	1773450	5
2022.05.20	16:00:00	108885	109580	108620	109435	589903	1870304	5
2022.05.20	17:00:00	109430	109685	109195	109410	183494	594449	5
2022.05.23	09:00:00	110050	110590	110000	110150	555214	1468801	5
2022.05.23	10:00:00	110150	110520	110005	110045	969914	2757405	5
2022.05.23	11:00:00	110045	110950	109840	110940	933473	2831585	5
2022.05.23	12:00:00	110935	111265	110860	111095	521706	1676077	5
2022.05.23	13:00:00	111090	111285	111010	111090	339018	1113760	5
2022.05.23	14:00:00	111090	111370	110930	111350	400227	1333242	5
2022.05.23	15:00:00	111350	111515	111195	111325	391732	1356574	5
2022.05.23	16:00:00	111320	111490	111190	111450	395180	1373308	5
2022.05.23	17:00:00	111450	111465	111225	111450	162130	587772	5
2022.05.24	09:00:00	110200	110350	109710	109855	580827	1616248	5
2022.05.24	10:00:00	109860	110530	109560	109990	1185912	3530948	5
2022.05.24	11:00:00	109990	109995	109125	109400	880593	2654153	5
2022.05.24	12:00:00	109405	110515	109210	110255	672427	2150832	5
2022.05.24	13:00:00	110255	110385	109650	109935	550841	1748760	5
2022.05.24	14:00:00	109930	110195	109765	110175	451859	1497500	5
2022.05.24	15:00:00	110180	110640	109860	110000	584210	1939192	5
2022.05.24	16:00:00	110005	111410	109985	111345	648405	2174800	5
2022.05.24	17:00:00	111340	111530	111150	111365	183686	572763	5
2022.05.25	09:00:00	110815	110860	110415	110580	543465	1436745	5
2022.05.25	10:00:00	110580	111035	110275	110930	1024666	2916099	5
2022.05.25	11:00:00	110930	111225	110740	111100	676858	1955854	5
2022.05.25	12:00:00	111095	111245	110810	111080	454556	1344137	5
2022.05.25	13:00:00	111080	111150	110730	110910	352739	1054120	5
2022.05.25	14:00:00	110910	111050	110715	110915	341989	1073558	5
2022.05.25	15:00:00	110910	111470	110545	111360	762429	2301793	5
2022.05.25	16:00:00	111360	111745	111200	111235	402644	1299679	5
2022.05.25	17:00:00	111240	111365	110895	110895	189505	556612	5
2022.05.26	09:00:00	111500	111910	111085	111150	479934	1243877	5
2022.05.26	10:00:00	111150	112200	110945	112150	965477	2765110	5
2022.05.26	11:00:00	112150	112465	112125	112375	505186	1627193	5
2022.05.26	12:00:00	112370	112575	112305	112405	315325	1038800	5
2022.05.26	13:00:00	112405	112620	112370	112560	217695	809556	5
2022.05.26	14:00:00	112560	112650	112270	112370	318181	1093248	5
2022.05.26	15:00:00	112365	112750	112310	112685	385452	1370082	5
2022.05.26	16:00:00	112685	112790	112505	112625	387855	1413921	5
2022.05.26	17:00:00	112625	112670	112410	112640	198819	684071	5
2022.05.27	09:00:00	112300	112785	111960	112350	622859	1684080	5
2022.05.27	10:00:00	112350	112795	112190	112565	889482	2655701	5
2022.05.27	11:00:00	112560	112860	112080	112740	679351	2090454	5
2022.05.27	12:00:00	112740	112770	112460	112555	352509	1073576	5
2022.05.27	13:00:00	112555	112630	112335	112465	279883	871797	5
2022.05.27	14:00:00	112465	112880	112335	112845	343913	1114409	5
2022.05.27	15:00:00	112850	113080	112800	112840	327630	1128770	5
2022.05.27	16:00:00	112840	112940	112325	112535	377883	1322329	5
2022.05.27	17:00:00	112535	112620	112420	112470	135669	420487	5
2022.05.30	09:00:00	113215	113680	113180	113225	389568	1080612	5
2022.05.30	10:00:00	113225	113375	112665	112715	672737	2000965	5
2022.05.30	11:00:00	112715	112715	111340	111490	678948	2219384	5
2022.05.30	12:00:00	111495	111670	111150	111210	352986	1122882	5
2022.05.30	13:00:00	111210	111585	111120	111580	279253	958071	5
2022.05.30	14:00:00	111580	111715	111415	111535	257410	815954	5
2022.05.30	15:00:00	111530	111685	111440	111560	248059	809204	5
2022.05.30	16:00:00	111560	111585	111360	111515	222925	715322	5
2022.05.30	17:00:00	111510	111605	111005	111005	158578	533562	5
2022.05.31	09:00:00	111290	112270	111280	112190	650732	1855133	5
2022.05.31	10:00:00	112190	112415	111835	112060	971595	2808604	5
2022.05.31	11:00:00	112060	112465	111770	112220	813618	2406480	5
2022.05.31	12:00:00	112220	112340	111570	112105	541127	1722333	5
2022.05.31	13:00:00	112105	112275	111790	112030	447301	1529039	5
2022.05.31	14:00:00	112035	112165	111690	112135	537654	1830797	5
2022.05.31	15:00:00	112135	112150	111370	111495	541895	1909817	5
2022.05.31	16:00:00	111495	111715	111140	111350	572259	1928727	5
2022.05.31	17:00:00	111350	111825	111350	111800	221388	719134	5
2022.06.01	09:00:00	112175	112400	111820	112170	462388	1290816	5
2022.06.01	10:00:00	112165	112370	111650	112200	1009144	3114889	5
2022.06.01	11:00:00	112195	112395	111170	112310	968729	3008143	5
2022.06.01	12:00:00	112310	112440	111535	111590	613726	1920434	5
2022.06.01	13:00:00	111590	111945	111555	111885	408942	1258386	5
2022.06.01	14:00:00	111885	112315	111875	112055	413654	1336587	5
2022.06.01	15:00:00	112055	112425	111955	112150	440825	1473091	5
2022.06.01	16:00:00	112145	112250	111700	111720	357410	1231958	5
2022.06.01	17:00:00	111725	111915	111600	111885	205997	663727	5
2022.06.02	09:00:00	112200	112670	111905	112650	511259	1360008	5
2022.06.02	10:00:00	112645	113030	111765	111945	1023706	3211898	5
2022.06.02	11:00:00	111945	112295	111525	111900	790747	2430466	5
2022.06.02	12:00:00	111900	112780	111865	112695	504491	1669136	5
2022.06.02	13:00:00	112695	113130	112625	113095	349545	1222128	5
2022.06.02	14:00:00	113095	113175	112860	113125	338901	1168786	5
2022.06.02	15:00:00	113125	113210	112870	112905	291536	1017720	5
2022.06.02	16:00:00	112905	112925	112650	112830	365615	1300857	5
2022.06.02	17:00:00	112825	112910	112490	112865	216498	710325	5
2022.06.03	09:00:00	112230	112395	111770	112040	642576	1731752	5
2022.06.03	10:00:00	112040	112310	111535	112080	1012997	3033852	5
2022.06.03	11:00:00	112075	112200	111605	111705	727004	2189616	5
2022.06.03	12:00:00	111700	111760	111235	111690	502822	1631666	5
2022.06.03	13:00:00	111695	111935	111605	111875	407260	1308235	5
2022.06.03	14:00:00	111875	112035	111475	111520	439091	1454306	5
2022.06.03	15:00:00	111525	111645	111315	111525	393612	1292331	5
2022.06.03	16:00:00	111525	111715	111395	111505	374270	1260628	5
2022.06.03	17:00:00	111510	111750	111385	111750	161497	547494	5
2022.06.06	09:00:00	112565	112735	112060	112115	422349	1229690	5
2022.06.06	10:00:00	112115	112310	111645	111885	873708	2710350	5
2022.06.06	11:00:00	111885	111985	110740	111005	737315	2357653	5
2022.06.06	12:00:00	111010	111100	110630	110910	458341	1494807	5
2022.06.06	13:00:00	110910	110925	110255	110530	437733	1480439	5
2022.06.06	14:00:00	110530	110895	110350	110890	360734	1255583	5
2022.06.06	15:00:00	110890	110915	110275	110495	458552	1642669	5
2022.06.06	16:00:00	110495	110615	110370	110535	352082	1235287	5
2022.06.06	17:00:00	110535	110780	110470	110690	150354	540997	5
2022.06.07	09:00:00	110190	110610	109745	109820	765009	2098975	5
2022.06.07	10:00:00	109815	110710	109620	110250	1149422	3551216	5
2022.06.07	11:00:00	110250	110620	109830	110575	720872	2252371	5
2022.06.07	12:00:00	110575	110690	110195	110425	475641	1551933	5
2022.06.07	13:00:00	110430	110645	110305	110590	289391	927692	5
2022.06.07	14:00:00	110595	110610	110030	110265	382109	1331923	5
2022.06.07	15:00:00	110265	110695	110200	110480	393267	1403688	5
2022.06.07	16:00:00	110480	110570	110200	110275	308001	1106800	5
2022.06.07	17:00:00	110270	110455	110110	110350	188478	637023	5
2022.06.08	09:00:00	110125	110200	109215	109320	649374	1806626	5
2022.06.08	10:00:00	109325	110375	109175	110260	923044	2933063	5
2022.06.08	11:00:00	110255	110310	109520	109610	697158	2296924	5
2022.06.08	12:00:00	109605	109970	109420	109940	434313	1454129	5
2022.06.08	13:00:00	109935	110110	109045	109350	476962	1662455	5
2022.06.08	14:00:00	109350	109510	109070	109200	442906	1528960	5
2022.06.08	15:00:00	109200	109350	108315	108530	560595	2042521	5
2022.06.08	16:00:00	108535	108845	108215	108465	446599	1630171	5
2022.06.08	17:00:00	108460	108900	108375	108860	164725	553347	5
2022.06.09	09:00:00	109175	109445	107825	108245	954592	2664303	5
2022.06.09	10:00:00	108245	108400	107355	108370	1101763	3378658	5
2022.06.09	11:00:00	108370	108760	108000	108005	895430	2805513	5
2022.06.09	12:00:00	108005	108070	107675	107855	521496	1647833	5
2022.06.09	13:00:00	107855	108325	107840	108265	447319	1402222	5
2022.06.09	14:00:00	108270	108400	108010	108175	426921	1418335	5
2022.06.09	15:00:00	108175	108320	107925	108000	458803	1541429	5
2022.06.09	16:00:00	108000	108025	107160	107350	564623	1922830	5
2022.06.09	17:00:00	107350	107765	107275	107705	218657	713187	5
2022.06.10	09:00:00	107850	108030	105960	106185	1293532	3177332	5
2022.06.10	10:00:00	106190	106310	104685	105505	1134203	3227534	5
2022.06.10	11:00:00	105505	105635	104970	105370	732794	2154745	5
2022.06.10	12:00:00	105370	105710	105265	105665	522337	1653836	5
2022.06.10	13:00:00	105670	106130	105660	105830	526544	1690934	5
2022.06.10	14:00:00	105825	106110	105710	105710	469124	1522515	5
2022.06.10	15:00:00	105710	106250	105590	105930	504309	1699668	5
2022.06.10	16:00:00	105930	106010	105515	105550	489535	1594703	5
2022.06.10	17:00:00	105550	105750	105410	105450	208553	628080	5
2022.06.13	09:00:00	103600	103950	103125	103540	776968	2083434	5
2022.06.13	10:00:00	103540	104045	102480	102535	1178674	3496277	5
2022.06.13	11:00:00	102535	102725	101760	102510	867598	2630809	5
2022.06.13	12:00:00	102505	103435	102365	103150	689213	2209688	5
2022.06.13	13:00:00	103150	103470	102855	102880	557759	1725597	5
2022.06.13	14:00:00	102880	103235	102675	103020	489013	1539883	5
2022.06.13	15:00:00	103020	103115	102560	102830	553881	1756767	5
2022.06.13	16:00:00	102825	103050	102055	102555	750650	2365604	5
2022.06.13	17:00:00	102555	102880	102450	102800	268281	727916	5
2022.06.14	09:00:00	103000	103400	102565	102715	856434	2383691	5
2022.06.14	10:00:00	102720	103355	102375	102880	1232660	3563999	5
2022.06.14	11:00:00	102880	103030	101700	101985	927516	2849178	5
2022.06.14	12:00:00	101985	102630	101885	102375	597630	1831486	5
2022.06.14	13:00:00	102370	102380	101895	102175	517998	1572760	5
2022.06.14	14:00:00	102180	102650	101890	101970	548396	1744341	5
2022.06.14	15:00:00	101970	102195	101505	101565	585935	1931100	5
2022.06.14	16:00:00	101565	102230	101290	102225	610665	2070827	5
2022.06.14	17:00:00	102220	102225	101885	102070	206617	621913	5
2022.06.15	09:00:00	104865	105600	104350	105565	677712	1922167	5
2022.06.15	10:00:00	105560	105945	104905	105940	956011	2775579	5
2022.06.15	11:00:00	105940	105985	105165	105375	618570	1981688	5
2022.06.15	12:00:00	105380	105410	104900	105015	422083	1343927	5
2022.06.15	13:00:00	105020	105145	104385	104445	438669	1481878	5
2022.06.15	14:00:00	104445	105240	104425	105135	429039	1440087	5
2022.06.15	15:00:00	105145	106140	103920	105305	1489554	4035845	5
2022.06.15	16:00:00	105310	105835	104770	105010	696493	2127305	5
2022.06.15	17:00:00	105010	105195	104765	105140	194035	594276	5
2022.06.17	09:00:00	103070	103380	102825	102990	665420	1708030	5
2022.06.17	10:00:00	102990	103150	101530	102170	1271066	3564331	5
2022.06.17	11:00:00	102175	102200	100315	100875	1046955	3103289	5
2022.06.17	12:00:00	100875	101160	100685	100870	612173	1832688	5
2022.06.17	13:00:00	100875	101085	100560	100895	513698	1602833	5
2022.06.17	14:00:00	100895	101160	100360	100605	561604	1786181	5
2022.06.17	15:00:00	100605	101555	100550	101300	610914	2004774	5
2022.06.17	16:00:00	101300	101970	101050	101600	575316	1916482	5
2022.06.17	17:00:00	101605	101900	101335	101335	201760	611332	5
2022.06.20	09:00:00	101455	101775	101050	101335	636491	1734470	5
2022.06.20	10:00:00	101340	101650	100175	100770	1259790	3455090	5
2022.06.20	11:00:00	100765	101845	100455	101815	863459	2401281	5
2022.06.20	12:00:00	101815	102250	101740	102125	509056	1510320	5
2022.06.20	13:00:00	102120	102290	101910	101955	369865	1150716	5
2022.06.20	14:00:00	101950	102140	101755	102020	362247	1095059	5
2022.06.20	15:00:00	102020	102075	101770	101820	281957	899559	5
2022.06.20	16:00:00	101820	101915	101540	101715	306843	997559	5
2022.06.20	17:00:00	101710	101810	101555	101750	158292	561048	5
2022.06.21	09:00:00	102500	102730	102180	102310	659572	1930642	5
2022.06.21	10:00:00	102310	102880	101860	102250	1246003	3851542	5
2022.06.21	11:00:00	102245	102375	101785	101890	822709	2495315	5
2022.06.21	12:00:00	101895	102330	101525	101625	613100	1924877	5
2022.06.21	13:00:00	101625	102040	101610	102035	420326	1311032	5
2022.06.21	14:00:00	102030	102185	101065	101070	628306	2109172	5
2022.06.21	15:00:00	101065	101450	100845	101445	502126	1663290	5
2022.06.21	16:00:00	101445	101655	101265	101325	408811	1407456	5
2022.06.21	17:00:00	101325	102290	101265	102290	263296	815195	5
2022.06.22	09:00:00	100350	100590	99780	100415	797068	2154095	5
2022.06.22	10:00:00	100410	100680	99770	100390	1313880	3676752	5
2022.06.22	11:00:00	100390	101485	100215	101295	881354	2632513	5
2022.06.22	12:00:00	101295	101755	101005	101485	581675	1826783	5
2022.06.22	13:00:00	101480	102070	101440	101810	437655	1419086	5
2022.06.22	14:00:00	101810	102010	101710	101840	354357	1195399	5
2022.06.22	15:00:00	101845	102190	101575	101750	452191	1540192	5
2022.06.22	16:00:00	101750	101770	101075	101175	446837	1540167	5
2022.06.22	17:00:00	101175	101255	100790	100810	238387	736673	5
2022.06.23	09:00:00	101485	101715	101070	101660	709774	1977318	5
2022.06.23	10:00:00	101665	102015	100720	101115	1332985	3916685	5
2022.06.23	11:00:00	101115	101515	100680	101495	935809	2772601	5
2022.06.23	12:00:00	101500	101535	100430	100580	655733	2086238	5
2022.06.23	13:00:00	100580	100680	99955	100045	509551	1672434	5
2022.06.23	14:00:00	100050	100230	99565	99795	542631	1851171	5
2022.06.23	15:00:00	99795	99965	99520	99715	408067	1370825	5
2022.06.23	16:00:00	99715	100070	99435	99965	431031	1529615	5
2022.06.23	17:00:00	99960	99965	99200	99200	245321	810194	5
2022.06.24	09:00:00	100000	101015	99985	100855	620630	1769795	5
2022.06.24	10:00:00	100850	100910	99560	100140	1036426	3353113	5
2022.06.24	11:00:00	100145	101040	100140	100505	893463	2845442	5
2022.06.24	12:00:00	100505	100670	99885	99935	509975	1623385	5
2022.06.24	13:00:00	99940	100400	99920	100385	346803	1080324	5
2022.06.24	14:00:00	100385	100515	100060	100095	389895	1244932	5
2022.06.24	15:00:00	100095	100570	99995	100140	474204	1575460	5
2022.06.24	16:00:00	100135	100575	100080	100515	345701	1170102	5
2022.06.24	17:00:00	100515	100655	100220	100600	220583	644087	5
2022.06.27	09:00:00	101100	101290	100720	100740	591731	1556277	5
2022.06.27	10:00:00	100735	102125	100675	102045	1384297	3923451	5
2022.06.27	11:00:00	102045	102740	102035	102725	818145	2539003	5
2022.06.27	12:00:00	102725	102795	102185	102240	430884	1396914	5
2022.06.27	13:00:00	102245	102620	102205	102500	382050	1261704	5
2022.06.27	14:00:00	102495	102535	102300	102435	351275	1177040	5
2022.06.27	15:00:00	102440	102495	102255	102335	358668	1234424	5
2022.06.27	16:00:00	102335	102665	102220	102535	438335	1587752	5
2022.06.27	17:00:00	102535	102945	102430	102945	223730	733072	5
2022.06.28	09:00:00	103410	103850	103040	103345	832155	2437332	5
2022.06.28	10:00:00	103345	103895	103185	103695	1243692	3562234	5
2022.06.28	11:00:00	103695	103845	102610	103025	876068	2709690	5
2022.06.28	12:00:00	103020	103160	102185	102190	618719	1979444	5
2022.06.28	13:00:00	102190	102470	102100	102255	437414	1454575	5
2022.06.28	14:00:00	102260	102295	101725	101900	488861	1634188	5
2022.06.28	15:00:00	101900	102055	101470	101905	501937	1710433	5
2022.06.28	16:00:00	101900	102170	101715	102010	432669	1430905	5
2022.06.28	17:00:00	102010	102290	102005	102110	200099	622979	5
2022.06.29	09:00:00	102120	103190	102030	102420	901244	2544245	5
2022.06.29	10:00:00	102420	102825	101725	102150	1310924	3978991	5
2022.06.29	11:00:00	102155	102305	101370	101420	1000746	3190468	5
2022.06.29	12:00:00	101425	101480	100975	101155	567741	1860788	5
2022.06.29	13:00:00	101150	101195	100740	100960	462104	1573029	5
2022.06.29	14:00:00	100965	101300	100665	101290	423399	1507432	5
2022.06.29	15:00:00	101285	101520	101040	101135	460757	1663124	5
2022.06.29	16:00:00	101130	101355	100820	101000	428027	1524819	5
2022.06.29	17:00:00	100995	101155	100825	101150	217876	719098	5
2022.06.30	09:00:00	100075	100335	99215	99230	1041238	2557850	5
2022.06.30	10:00:00	99230	99845	99075	99715	1277166	3459886	5
2022.06.30	11:00:00	99710	99880	99125	99765	998837	2904103	5
2022.06.30	12:00:00	99765	100275	99635	100255	704397	2186107	5
2022.06.30	13:00:00	100250	100675	100080	100620	559483	1770302	5
2022.06.30	14:00:00	100625	100700	100055	100370	544204	1755118	5
2022.06.30	15:00:00	100375	100420	99715	99910	569818	1841271	5
2022.06.30	16:00:00	99905	100280	99695	99930	566163	1832507	5
2022.06.30	17:00:00	99935	99965	99300	99300	298862	893633	5
2022.07.01	09:00:00	99235	99520	98855	99065	838423	2280412	5
2022.07.01	10:00:00	99065	99775	98810	99435	1244864	3586804	5
2022.07.01	11:00:00	99435	99735	98560	99255	1078570	3236489	5
2022.07.01	12:00:00	99255	99630	99160	99285	610453	1874288	5
2022.07.01	13:00:00	99280	99730	99220	99490	458088	1424836	5
2022.07.01	14:00:00	99490	100100	99450	99905	425543	1451891	5
2022.07.01	15:00:00	99900	100540	99775	100390	478793	1769456	5
2022.07.01	16:00:00	100395	100730	100225	100490	439333	1613094	5
2022.07.01	17:00:00	100490	100710	100215	100710	195301	655452	5
2022.07.04	09:00:00	100190	100540	99630	99680	536136	1519849	5
2022.07.04	10:00:00	99680	100215	99510	99765	976628	2877727	5
2022.07.04	11:00:00	99765	100635	99705	100480	833896	2465872	5
2022.07.04	12:00:00	100485	100730	100210	100250	420558	1287157	5
2022.07.04	13:00:00	100250	100505	100145	100360	336822	1029607	5
2022.07.04	14:00:00	100365	100530	100250	100365	222797	702971	5
2022.07.04	15:00:00	100370	100510	100175	100185	228150	757201	5
2022.07.04	16:00:00	100180	100225	99675	99765	340108	1103608	5
2022.07.04	17:00:00	99765	99950	99500	99500	199591	681420	5
2022.07.05	09:00:00	99130	99170	98625	98970	787080	2319884	5
2022.07.05	10:00:00	98965	99110	97990	98240	1171138	3475051	5
2022.07.05	11:00:00	98245	98975	98110	98285	1000100	2965355	5
2022.07.05	12:00:00	98285	98290	97740	98190	662620	2107334	5
2022.07.05	13:00:00	98185	98505	97895	98005	533652	1726115	5
2022.07.05	14:00:00	98005	98690	97975	98550	565304	1949082	5
2022.07.05	15:00:00	98555	99255	98490	99210	526729	1766773	5
2022.07.05	16:00:00	99210	99740	98990	99615	566310	1949065	5
2022.07.05	17:00:00	99610	99615	99270	99500	211541	690135	5
2022.07.06	09:00:00	99135	99295	98795	99110	731090	2017019	5
2022.07.06	10:00:00	99110	100415	99025	99990	1272478	3682004	5
2022.07.06	11:00:00	99995	100155	99120	99375	986842	2927661	5
2022.07.06	12:00:00	99375	99415	98685	99060	634888	1980421	5
2022.07.06	13:00:00	99055	99170	98625	99145	417716	1371697	5
2022.07.06	14:00:00	99140	99365	98905	99245	439528	1493997	5
2022.07.06	15:00:00	99245	99930	98870	99730	815722	2784042	5
2022.07.06	16:00:00	99730	100440	99565	100075	440648	1615079	5
2022.07.06	17:00:00	100070	100250	99930	99955	163008	563991	5
2022.07.07	09:00:00	100740	101335	100675	101215	660583	1781921	5
2022.07.07	10:00:00	101220	102135	101155	101990	881922	2779578	5
2022.07.07	11:00:00	101990	102200	101720	101810	648266	2155813	5
2022.07.07	12:00:00	101810	102040	101740	101980	334328	1137052	5
2022.07.07	13:00:00	101980	102110	101920	102005	249389	936452	5
2022.07.07	14:00:00	102005	102070	101905	101975	247732	966210	5
2022.07.07	15:00:00	101975	102775	101940	102400	454776	1728360	5
2022.07.07	16:00:00	102395	102465	102095	102100	338328	1287956	5
2022.07.07	17:00:00	102105	102430	102050	102430	193401	718380	5
2022.07.08	09:00:00	102050	102330	101555	102040	1007679	2468760	5
2022.07.08	10:00:00	102040	102815	101675	101730	1245158	3475538	5
2022.07.08	11:00:00	101730	102285	101460	102115	818518	2447926	5
2022.07.08	12:00:00	102115	102215	101570	101690	490565	1518455	5
2022.07.08	13:00:00	101690	101815	101155	101275	435000	1433697	5
2022.07.08	14:00:00	101275	101590	101125	101480	392422	1359536	5
2022.07.08	15:00:00	101480	101765	101350	101530	361980	1206667	5
2022.07.08	16:00:00	101535	101695	101370	101545	351762	1169365	5
2022.07.08	17:00:00	101550	101600	101415	101415	138383	435046	5
2022.07.11	09:00:00	100530	100720	99935	100125	678380	1843733	5
2022.07.11	10:00:00	100125	100380	99570	99845	1157860	3416749	5
2022.07.11	11:00:00	99845	99880	99395	99500	804422	2508482	5
2022.07.11	12:00:00	99500	100135	99485	99885	530916	1702419	5
2022.07.11	13:00:00	99885	99895	99455	99700	436552	1477614	5
2022.07.11	14:00:00	99700	99820	99485	99595	391169	1416297	5
2022.07.11	15:00:00	99595	99640	98945	98950	501222	1817099	5
2022.07.11	16:00:00	98955	99315	98945	99295	358333	1410615	5
2022.07.11	17:00:00	99295	99390	99125	99185	201808	703991	5
2022.07.12	09:00:00	98735	99145	98710	99125	662815	1861765	5
2022.07.12	10:00:00	99120	99175	98280	98415	1148580	3557839	5
2022.07.12	11:00:00	98415	99230	98330	99185	829974	2524946	5
2022.07.12	12:00:00	99180	99520	98950	99435	516206	1653767	5
2022.07.12	13:00:00	99435	99830	99340	99625	414421	1450154	5
2022.07.12	14:00:00	99625	99830	99405	99795	386120	1412998	5
2022.07.12	15:00:00	99800	99810	99445	99480	411945	1493901	5
2022.07.12	16:00:00	99485	99490	98985	99350	469074	1684313	5
2022.07.12	17:00:00	99350	99765	99240	99695	197537	672971	5
2022.07.13	09:00:00	99705	99900	98355	98545	962231	2443203	5
2022.07.13	10:00:00	98545	99235	98425	98915	1220912	3616496	5
2022.07.13	11:00:00	98920	99980	98460	99840	1022392	3153113	5
2022.07.13	12:00:00	99835	100020	99310	99315	573097	1850339	5
2022.07.13	13:00:00	99315	99645	99305	99630	409609	1313731	5
2022.07.13	14:00:00	99630	99810	99345	99530	476458	1604056	5
2022.07.13	15:00:00	99535	99595	99115	99400	594450	2004525	5
2022.07.13	16:00:00	99405	99420	98850	98900	402875	1500370	5
2022.07.13	17:00:00	98895	99020	98595	98670	154070	520279	5
2022.07.14	09:00:00	97835	98120	97400	97505	751602	2088307	5
2022.07.14	10:00:00	97505	97570	96815	96945	942410	3026587	5
2022.07.14	11:00:00	96945	96950	96435	96860	717040	2487425	5
2022.07.14	12:00:00	96860	97300	96775	97055	609031	2071041	5
2022.07.14	13:00:00	97050	97115	96775	96885	386940	1254247	5
2022.07.14	14:00:00	96890	97045	96800	96975	365806	1259817	5
2022.07.14	15:00:00	96980	97285	96970	97075	406534	1402477	5
2022.07.14	16:00:00	97080	97370	96940	96980	378301	1326069	5
